ymd,dow,employees,dayoff,bustrip,overtime,remote,menu3,dn,rice,soup,side1,side2,side3,kimchi,atoffice
2018-03-09,4,2714,123,294,77,0.0,쌀밥/잡곡밥 (쌀:국내산) 설렁탕  김치전  오징어젓무침  야채스틱/방울토마토  깍두기 (김치:국내산) ,580.0,쌀밥/잡곡밥,설렁탕,김치전,오징어젓무침,야채스틱/방울토마토,깍두기,2297.0
2018-03-12,0,2714,69,217,591,0.0,쌀밥/잡곡밥 (쌀:국내산) 닭개장  갈치구이  비엔나볶음  치커리사과무침  포기김치 (김치:국내산) ,663.0,쌀밥/잡곡밥,닭개장,갈치구이,비엔나볶음,치커리사과무침,포기김치,2428.0
2018-03-13,1,2714,39,249,556,0.0,김치볶음밥 (쌀:국내산) 어묵우동  쇠고기퀘사디아  감자만두  단무지무침  깍두기 (김치:국내산) ,639.0,김치볶음밥,어묵우동,쇠고기퀘사디아,감자만두,단무지무침,깍두기,2426.0
2018-03-14,2,2714,56,245,0,0.0,쌀밥/잡곡밥 (쌀:국내산) 콩비지찌개  유자청돈육볶음  옥수수전  무생채  포기김치 (김치:국내산) ,464.0,쌀밥/잡곡밥,콩비지찌개,유자청돈육볶음,옥수수전,무생채,포기김치,2413.0
2018-03-15,3,2714,47,270,359,0.0,작은밥 (쌀:국내산) 바지락수제비  사천식탕수육  카레감자채볶음  마늘쫑무침  포기김치 (김치:국내산) ,489.0,작은밥,바지락수제비,사천식탕수육,카레감자채볶음,마늘쫑무침,포기김치,2397.0
2018-03-16,4,2714,135,302,75,0.0,쌀밥/잡곡밥 (쌀:국내산) 콩나물국  닭갈비  연두부  호박채나물  포기김치 (김치:국내산) ,487.0,쌀밥/잡곡밥,콩나물국,닭갈비,연두부,호박채나물,포기김치,2277.0
2018-03-19,0,2714,80,224,503,0.0,쌀밥/잡곡밥 (쌀:국내산) 부대찌개  고등어구이  닭가슴살냉채  오이사과무침  포기김치 (김치:국내산) ,559.0,쌀밥/잡곡밥,부대찌개,고등어구이,닭가슴살냉채,오이사과무침,포기김치,2410.0
2018-03-20,1,2714,46,246,445,0.0,오므라이스 (쌀:국내산) 가쯔오장국  모둠튀김  멕시칸샐러드  음료  알타리김치 (김치:국내산) ,571.0,오므라이스,가쯔오장국,모둠튀김,멕시칸샐러드,음료,알타리김치,2422.0
2018-03-21,2,2714,45,263,0,0.0,쌀밥/잡곡밥 (쌀:국내산) 연두부탕  돈육장조림  김치녹두전  쫑상추무침  포기김치 (김치:국내산) ,482.0,쌀밥/잡곡밥,연두부탕,돈육장조림,김치녹두전,쫑상추무침,포기김치,2406.0
2018-03-22,3,2714,56,290,327,0.0,빠에야 (쌀:국내산) 쌀국수  웨지감자  옥수수샐러드  오렌지  포기김치 (김치:국내산) ,492.0,빠에야,쌀국수,웨지감자,옥수수샐러드,오렌지,포기김치,2368.0
2018-03-23,4,2714,174,307,51,0.0,쌀밥/잡곡밥 (쌀:국내산) 버섯매운국  새우까스  마파두부  풋마늘대무침  포기김치 (김치:국내산) ,454.0,쌀밥/잡곡밥,버섯매운국,새우까스,마파두부,풋마늘대무침,포기김치,2233.0
2018-03-26,0,2714,125,226,448,0.0,쌀밥/잡곡밥 (쌀:국내산) 황태국  소고기숙주볶음  가자미양념조림  머위대나물  포기김치 (김치:국내산) ,604.0,쌀밥/잡곡밥,황태국,소고기숙주볶음,가자미양념조림,머위대나물,포기김치,2363.0
2018-03-27,1,2714,52,258,408,0.0,김밥 (쌀:국내산) 나가사끼짬뽕  후르츠탕수육(황도)  단무지  요플레  포기김치 (김치:국내산) ,599.0,김밥,나가사끼짬뽕,단무지,요플레,포기김치,포기김치,2404.0
2018-03-29,3,2714,51,273,302,0.0,참치회덮밥 (쌀:국내산) 미소장국  봄나물튀김  해물볶음우동  바나나/락교  포기김치 (김치:국내산) ,523.0,참치회덮밥,미소장국,봄나물튀김,해물볶음우동,바나나/락교,포기김치,2390.0
2018-03-30,4,2714,196,296,43,0.0,쌀밥/잡곡밥 (쌀:국내산) 시래기국  돼지갈비찜  감자전  미역초무침  포기김치 (김치:국내산) ,466.0,쌀밥/잡곡밥,시래기국,돼지갈비찜,감자전,미역초무침,포기김치,2222.0
2018-04-02,0,2714,83,224,481,0.0,쌀밥/잡곡밥 (쌀:국내산) 육개장 (닭고기:국내산) 꽁치오븐구이 (동태포:러시아산) 모둠버섯초무침  고구마순나물  포기김치 (김치:국내산) ,586.0,쌀밥/잡곡밥,육개장,꽁치오븐구이,모둠버섯초무침,고구마순나물,포기김치,2407.0
2018-04-03,1,2714,56,266,438,0.0,멸치주먹밥 (쌀:국내산) 잔치국수  훈제오리냉채  멕시칸샐러드  꼬들단무지  포기김치 (김치:국내산) ,486.0,멸치주먹밥,잔치국수,훈제오리냉채,멕시칸샐러드,꼬들단무지,포기김치,2392.0
2018-04-04,2,2714,64,267,0,0.0,쌀밥/잡곡밥 (쌀:국내산) 시금치된장국  동파삼겹수육  실곤약흑임자무침  방풍나물  포기김치 (김치:국내산) ,519.0,쌀밥/잡곡밥,시금치된장국,동파삼겹수육,실곤약흑임자무침,방풍나물,포기김치,2383.0
2018-04-05,3,2714,69,285,378,0.0,볶음밥 (쌀:국내산) 꼬지어묵탕  케이준치킨샐러드  단무지무침   딸기와플  포기김치 (김치:국내산) ,569.0,볶음밥,꼬지어묵탕,케이준치킨샐러드,단무지무침,딸기와플,포기김치,2360.0
2018-04-06,4,2714,220,295,49,0.0,쌀밥/잡곡밥 (쌀:국내산) 쇠고기샤브국  동태포전  꽃맛살볶음  콩나물무침/음료  포기김치 (김치:국내산) ,394.0,쌀밥/잡곡밥,쇠고기샤브국,동태포전,꽃맛살볶음,콩나물무침/음료,포기김치,2199.0
2018-04-09,0,2714,118,221,523,0.0,쌀밥/잡곡밥 (쌀:국내산) 소고기매운국  굴비구이  셀프무쌈말이  마늘쫑무침  포기김치 (김치:국내산) ,588.0,쌀밥/잡곡밥,소고기매운국,굴비구이,셀프무쌈말이,마늘쫑무침,포기김치,2375.0
2018-04-10,1,2714,66,256,420,0.0,베이컨김치볶음밥 (쌀:국내산) 새우튀김우동  찹쌀순대볶음  부추만두  비트무생채  포기김치 (김치:국내산) ,522.0,베이컨김치볶음밥,새우튀김우동,찹쌀순대볶음,부추만두,비트무생채,포기김치,2392.0
2018-04-11,2,2714,23,239,0,0.0,쌀밥/잡곡밥 (쌀:국내산) 꽃게탕  레몬탕수육  어묵꽈리고추볶음  양념깻잎지  포기김치 (김치:국내산) ,540.0,쌀밥/잡곡밥,꽃게탕,레몬탕수육,어묵꽈리고추볶음,양념깻잎지,포기김치,2452.0
2018-04-12,3,2714,40,268,384,0.0,후난식볶음밥 (쌀:국내산) 도토리묵냉국  닭강정  고구마치즈구이  오이무침/음료  포기김치 (김치:국내산) ,535.0,후난식볶음밥,도토리묵냉국,닭강정,고구마치즈구이,오이무침/음료,포기김치,2406.0
2018-04-13,4,2714,164,292,45,0.0,쌀밥/잡곡밥 (쌀:국내산) 어묵국  버섯불고기  황태양념구이  치커리유자청무침  포기김치 (김치:국내산) ,444.0,쌀밥/잡곡밥,어묵국,버섯불고기,황태양념구이,치커리유자청무침,포기김치,2258.0
2018-04-16,0,2714,84,234,484,0.0,쌀밥/잡곡밥 (쌀:국내산) 차돌박이찌개  유린기  연근땅콩조림  시금치초무침  포기김치 (김치:국내산) ,599.0,쌀밥/잡곡밥,차돌박이찌개,유린기,연근땅콩조림,시금치초무침,포기김치,2396.0
2018-04-17,1,2714,39,261,413,0.0,충무김밥 (쌀:국내산) 김치말이국수  오징어무침  미트볼조림  과일샐러드  석박지 (김치:국내산) ,537.0,충무김밥,김치말이국수,오징어무침,미트볼조림,과일샐러드,석박지,2414.0
2018-04-18,2,2714,49,268,0,0.0,쌀밥/잡곡밥 (쌀:국내산) 콩비지찌개  쇠고기야채볶음  삼치구이  참나물생채  포기김치 (김치:국내산) ,456.0,쌀밥/잡곡밥,콩비지찌개,쇠고기야채볶음,삼치구이,참나물생채,포기김치,2397.0
2018-04-19,3,2714,98,288,285,0.0,참치주먹밥 (쌀:국내산) 로제스파게티  미소장국  돈까스또띠아  무피클/오렌지  포기김치 (김치:국내산) ,499.0,참치주먹밥,로제스파게티,미소장국,돈까스또띠아,무피클/오렌지,포기김치,2328.0
2018-04-20,4,2714,194,303,42,0.0,쌀밥/잡곡밥 (쌀:국내산) 소고기무국  닭갈비  옥수수전  미역줄기볶음  포기김치 (김치:국내산) ,409.0,쌀밥/잡곡밥,소고기무국,닭갈비,옥수수전,미역줄기볶음,포기김치,2217.0
2018-04-23,0,2714,89,235,440,0.0,쌀밥/잡곡밥 (쌀:국내산) 청국장찌개  돼지갈비찜  해물까스  머위순나물  포기김치 (김치:국내산) ,569.0,쌀밥/잡곡밥,청국장찌개,돼지갈비찜,해물까스,머위순나물,포기김치,2390.0
2018-04-24,1,2714,60,274,360,0.0,하와이안필라프  쌀국수  미니햄버거  감자튀김  청포도  포기김치 (김치:국내산) ,587.0,하와이안필라프,쌀국수,미니햄버거,감자튀김,청포도,포기김치,2380.0
2018-04-26,3,2714,69,293,266,0.0,유부초밥  우동  표고버섯탕수육  참치샐러드  음료  포기김치 (김치:국내산) ,483.0,유부초밥,우동,표고버섯탕수육,참치샐러드,음료,포기김치,2352.0
2018-04-27,4,2714,205,304,40,0.0,쌀밥/잡곡밥 (쌀:국내산) 쇠고기샤브국  주꾸미떡볶음  두부카프레제  아삭고추무침  포기김치 (김치:국내산) ,380.0,쌀밥/잡곡밥,쇠고기샤브국,주꾸미떡볶음,두부카프레제,아삭고추무침,포기김치,2205.0
2018-04-30,0,2714,646,180,107,0.0,쌀밥/잡곡밥 (쌀:국내산) 육개장  해물누룽지탕  부추전  김자반볶음  포기김치 (김치:국내산) ,317.0,쌀밥/잡곡밥,육개장,해물누룽지탕,부추전,김자반볶음,포기김치,1888.0
2018-05-02,2,2721,110,247,0,0.0,쌀밥/잡곡밥 (쌀:국내산) 올갱이아욱국  소고기버섯볶음  깐풍연근  셀프무쌈말이  포기김치 (김치:국내산) ,535.0,쌀밥/잡곡밥,올갱이아욱국,소고기버섯볶음,깐풍연근,셀프무쌈말이,포기김치,2364.0
2018-05-03,3,2721,102,296,332,0.0,김밥 (쌀:국내산) 잔치국수  해물떡볶이  만두/고구마튀김  감자샐러드  포기김치 (김치:국내산) ,436.0,김밥,잔치국수,해물떡볶이,만두/고구마튀김,감자샐러드,포기김치,2323.0
2018-05-04,4,2721,241,284,57,0.0,쌀밥/잡곡밥 (쌀:국내산) 감자국  쇠고기장조림  비엔나케찹볶음  세발나물  포기김치 (김치:국내산) ,440.0,쌀밥/잡곡밥,감자국,쇠고기장조림,비엔나케찹볶음,세발나물,포기김치,2196.0
2018-05-08,1,2721,133,231,590,0.0,쌀밥/잡곡밥 (쌀:국내산) 삼계국밥  삼치양념찜  당면계란만두  비름나물  알타리김치 (김치:국내산) ,625.0,쌀밥/잡곡밥,삼계국밥,삼치양념찜,당면계란만두,비름나물,알타리김치,2357.0
2018-05-09,2,2721,86,269,0,0.0,쌀밥/잡곡밥 (쌀:국내산) 대구매운탕  언양식불고기  견과류조림  청경채겉절이  포기김치 (김치:국내산) ,413.0,쌀밥/잡곡밥,대구매운탕,언양식불고기,견과류조림,청경채겉절이,포기김치,2366.0
2018-05-10,3,2721,80,291,369,0.0,볶음밥 (쌀:국내산) 맑은국  사천식탕수육  하와이안샐러드  단무지  포기김치 (김치:국내산) ,441.0,볶음밥,맑은국,사천식탕수육,하와이안샐러드,단무지,포기김치,2350.0
2018-05-11,4,2721,183,296,48,0.0,쌀밥/잡곡밥 (쌀:국내산) 꽃게탕  유린기  모듬묵샐러드  느타리호박볶음  포기김치 (김치:국내산) ,445.0,쌀밥/잡곡밥,꽃게탕,유린기,모듬묵샐러드,느타리호박볶음,포기김치,2242.0
2018-05-14,0,2721,100,229,490,0.0,쌀밥/잡곡밥 (쌀:국내산) 닭개장  고추잡채  계란찜  해초무침  알타리김치 (김치:국내산) ,536.0,쌀밥/잡곡밥,닭개장,고추잡채,계란찜,해초무침,알타리김치,2392.0
2018-05-15,1,2721,64,272,457,0.0,오므라이스 (쌀:국내산) 가쯔오장국  생선까스  망고드레싱샐러드  요플레/무피클  포기김치 (김치:국내산) ,620.0,오므라이스,가쯔오장국,생선까스,망고드레싱샐러드,요플레/무피클,포기김치,2385.0
2018-05-16,2,2721,58,264,0,0.0,쌀밥/잡곡밥 (쌀:국내산) 고추장찌개  갈치구이  햄감자채볶음  방풍나물  포기김치 (김치:국내산) ,472.0,쌀밥/잡곡밥,고추장찌개,갈치구이,햄감자채볶음,방풍나물,포기김치,2399.0
2018-05-17,3,2721,71,278,343,0.0,멸치주먹밥 (쌀:국내산) 김치국수  깐풍육  꽃맛살샐러드  오복지/바나나  포기김치 (김치:국내산) ,473.0,멸치주먹밥,김치국수,깐풍육,꽃맛살샐러드,오복지/바나나,포기김치,2372.0
2018-05-18,4,2721,145,302,29,0.0,쌀밥/잡곡밥 (쌀:국내산) 연두부탕  미니채소떡갈비  쫄면무침  시금치나물  포기김치 (김치:국내산) ,399.0,쌀밥/잡곡밥,연두부탕,미니채소떡갈비,쫄면무침,시금치나물,포기김치,2274.0
2018-05-21,0,2721,861,144,139,0.0,쌀밥/잡곡밥 (쌀:국내산) 콩나물김치국  모듬장조림(소고기)  계란말이  깻순나물  알타리김치 (김치:국내산) ,234.0,쌀밥/잡곡밥,콩나물김치국,계란말이,깻순나물,알타리김치,알타리김치,1716.0
2018-05-23,2,2721,89,246,0,0.0,쌀밥/잡곡밥 (쌀:국내산) 해물된장찌개  돈육칠리강정  동태전  콩나물무침  포기김치 (김치:국내산) ,477.0,쌀밥/잡곡밥,해물된장찌개,돈육칠리강정,동태전,콩나물무침,포기김치,2386.0
2018-05-24,3,2721,64,281,379,0.0,토마토스파게티 (쌀:국내산) 완두콩스프  함박스테이크  굴소스볶음밥/샐러드  오렌지주스/피클  포기김치 (김치:국내산) ,494.0,토마토스파게티,완두콩스프,함박스테이크,굴소스볶음밥/샐러드,오렌지주스/피클,포기김치,2376.0
2018-05-25,4,2721,136,293,70,0.0,쌀밥/잡곡밥 (쌀:국내산) 쇠고기무국  닭겨자냉채  비엔나감자구이  어묵무침  포기김치 (김치:국내산) ,432.0,쌀밥/잡곡밥,쇠고기무국,닭겨자냉채,비엔나감자구이,어묵무침,포기김치,2292.0
2018-05-28,0,2721,92,221,495,0.0,쌀밥/잡곡밥 (쌀:국내산) 고추장찌개  쇠고기숙주볶음  해물김치전  파래김  알타리김치 (김치:국내산) ,594.0,쌀밥/잡곡밥,고추장찌개,쇠고기숙주볶음,해물김치전,파래김,알타리김치,2408.0
2018-05-29,1,2721,73,258,422,0.0,"볶음밥 (쌀,현미흑미:국내산) 짬뽕  깐풍기  양배추샐러드  조각사과  포기김치 (김치:국내산) ",552.0,볶음밥,짬뽕,깐풍기,양배추샐러드,조각사과,포기김치,2390.0
2018-05-31,3,2721,90,283,242,0.0,"충무김밥 (쌀,현미흑미:국내산) 우동  오징어초무침  핫도그  바나나/샐러드  석박지 (김치:국내산) ",525.0,충무김밥,우동,오징어초무침,핫도그,바나나/샐러드,석박지,2348.0
2018-06-01,4,2728,180,291,55,0.0,쌀밥/잡곡밥 (쌀:국내산) 콩비지찌개  레몬탕수육  견과류조림  미역줄기볶음  열무김치 (김치:국내산) ,395.0,쌀밥/잡곡밥,콩비지찌개,레몬탕수육,견과류조림,미역줄기볶음,열무김치,2257.0
2018-06-04,0,2728,158,215,519,0.0,쌀밥/잡곡밥 (쌀:국내산) 쇠고기샤브국  가자미양념찜  꽃맛살볶음  비트무생채  포기김치 (김치:국내산) ,564.0,쌀밥/잡곡밥,쇠고기샤브국,가자미양념찜,꽃맛살볶음,비트무생채,포기김치,2355.0
2018-06-05,1,2728,163,233,253,0.0,참치주먹밥 (쌀:국내산) 잔치국수  새우까스  과일샐러드  단무지무침  포기김치 (김치:국내산) ,526.0,참치주먹밥,잔치국수,새우까스,과일샐러드,단무지무침,포기김치,2332.0
2018-06-07,3,2728,187,265,379,0.0,"쌀밥/잡곡밥 (쌀,현미흑미:국내산) 조랭이떡미역국  돈육장조림  김치녹두전  치커리유자청무침  열무김치 (김치:국내산) ",475.0,쌀밥/잡곡밥,조랭이떡미역국,돈육장조림,김치녹두전,치커리유자청무침,열무김치,2276.0
2018-06-08,4,2728,252,288,65,0.0,쌀밥/잡곡밥 (쌀:국내산) 얼갈이된장국  닭오븐구이  비엔나컬리플라워볶음  시금치나물  포기김치 (김치:국내산) ,458.0,쌀밥/잡곡밥,얼갈이된장국,닭오븐구이,비엔나컬리플라워볶음,시금치나물,포기김치,2188.0
2018-06-11,0,2728,153,195,490,0.0,쌀밥/잡곡밥 (쌀:국내산) 무채국  닭볶음탕  해물동그랑땡전  오이사과무침  포기김치 (김치:국내산) ,557.0,쌀밥/잡곡밥,무채국,닭볶음탕,해물동그랑땡전,오이사과무침,포기김치,2380.0
2018-06-12,1,2728,156,234,249,0.0,쌀밥/잡곡밥 (쌀:국내산) 고추장찌개  언양식불고기  날치알계란찜  양배추쌈  포기김치 (김치:국내산) ,441.0,쌀밥/잡곡밥,고추장찌개,언양식불고기,날치알계란찜,양배추쌈,포기김치,2338.0
2018-06-14,3,2728,190,260,381,0.0,산채비빔밥 (쌀:국내산) 유부장국  모둠튀김  콘샐러드  수박  포기김치 (김치:국내산) ,464.0,산채비빔밥,유부장국,모둠튀김,콘샐러드,수박,포기김치,2278.0
2018-06-15,4,2728,234,295,44,0.0,쌀밥/잡곡밥 (쌀:국내산) 어묵국  돈육굴소스볶음  참치야채전  참나물생채  포기김치 (김치:국내산) ,442.0,쌀밥/잡곡밥,어묵국,돈육굴소스볶음,참치야채전,참나물생채,포기김치,2199.0
2018-06-18,0,2728,87,229,335,0.0,쌀밥/잡곡밥 (쌀:국내산) 콩나물국  후르츠탕수육  해물파전  부추생채  포기김치 (김치:국내산) ,485.0,쌀밥/잡곡밥,콩나물국,후르츠탕수육,해물파전,부추생채,포기김치,2412.0
2018-06-19,1,2728,68,247,415,0.0,마파두부덮밥  맑은국  소고기퀘사디아  씨리얼과일샐러드  쨔샤이무침  포기김치 (김치:국내산) ,537.0,마파두부덮밥,맑은국,소고기퀘사디아,씨리얼과일샐러드,쨔샤이무침,포기김치,2413.0
2018-06-20,2,2728,73,257,0,0.0,쌀밥/잡곡밥  된장찌개  유린기  모둠버섯볶음  오이맛살무침  배추겉절이  ,448.0,쌀밥/잡곡밥,된장찌개,유린기,모둠버섯볶음,오이맛살무침,배추겉절이,2398.0
2018-06-21,3,2728,72,282,329,0.0,김밥 (쌀:국내산) 잔치국수  떡볶이  김말이튀김  청포도피클  포기김치 (김치:국내산) ,550.0,김밥,잔치국수,떡볶이,김말이튀김,청포도피클,포기김치,2374.0
2018-06-25,0,2728,104,240,424,0.0,쌀밥/잡곡밥 (쌀:국내산) 시래기국  삼겹살구이  두부양념조림  모듬쌈  포기김치 (김치:국내산) ,537.0,쌀밥/잡곡밥,시래기국,삼겹살구이,두부양념조림,모듬쌈,포기김치,2384.0
2018-06-26,1,2728,71,243,384,0.0,유부초밥  콩국수  순대야채볶음  콥샐러드  수박  포기김치 (김치:국내산) ,583.0,유부초밥,콩국수,순대야채볶음,콥샐러드,수박,포기김치,2414.0
2018-06-28,3,2728,83,286,234,0.0,쌀밥/잡곡밥 (쌀:국내산) 옛날돈가스  단호박스프  샐러드파스타  단무지/음료  포기김치 (김치:국내산) ,449.0,쌀밥/잡곡밥,옛날돈가스,단호박스프,샐러드파스타,단무지/음료,포기김치,2359.0
2018-06-29,4,2728,210,299,12,0.0,쌀밥/잡곡밥  북어계란국  소고기불고기  감자채햄볶음  치커리무침  알타리김치  ,371.0,쌀밥/잡곡밥,북어계란국,소고기불고기,감자채햄볶음,치커리무침,알타리김치,2219.0
2018-07-02,0,2704,96,209,130,0.0,쌀밥/잡곡밥 (쌀:국내산) 옹심이만두국  간장치킨  비엔나컬리플라워볶음  청경채무침  포기김치 (김치:국내산) ,609.0,쌀밥/잡곡밥,옹심이만두국,간장치킨,비엔나컬리플라워볶음,청경채무침,포기김치,2399.0
2018-07-03,1,2704,71,220,232,0.0,후난식볶음밥 (쌀:국내산) 가쯔오장국  돈육강정  시저샐러드  조각사과  포기김치 (김치:국내산) ,528.0,후난식볶음밥,가쯔오장국,돈육강정,시저샐러드,조각사과,포기김치,2413.0
2018-07-04,2,2704,94,237,0,0.0,쌀밥/잡곡밥 (쌀:국내산) 들깨미역국  주꾸미볶음  두부계란부침  셀프무쌈말이  포기김치 (김치:국내산) ,488.0,쌀밥/잡곡밥,들깨미역국,주꾸미볶음,두부계란부침,셀프무쌈말이,포기김치,2373.0
2018-07-05,3,2704,93,270,234,0.0,멸치주먹밥 (쌀:국내산) 열무김치국수  부추만두  멕시칸샐러드  무피클  포기김치 (김치:국내산) ,509.0,멸치주먹밥,열무김치국수,부추만두,멕시칸샐러드,무피클,포기김치,2341.0
2018-07-06,4,2704,194,289,36,0.0,쌀밥/잡곡밥 (쌀:국내산) 배추된장국  가자미카레튀김  꽃맛살볶음  참나물생채  포기김치 (김치:국내산) ,389.0,쌀밥/잡곡밥,배추된장국,가자미카레튀김,꽃맛살볶음,참나물생채,포기김치,2221.0
2018-07-09,0,2704,139,228,300,0.0,쌀밥/잡곡밥 (쌀:국내산) 닭개장  갈치구이  고추잡채  머위대초무침  포기김치 (김치:국내산) ,519.0,쌀밥/잡곡밥,닭개장,갈치구이,고추잡채,머위대초무침,포기김치,2337.0
2018-07-10,1,2704,96,251,292,0.0,볶음밥/짜장소스 (쌀:국내산) 맑은국  사천식탕수육  하와이안샐러드  오이지무침  포기김치 (김치:국내산) ,524.0,볶음밥/짜장소스,맑은국,사천식탕수육,하와이안샐러드,오이지무침,포기김치,2357.0
2018-07-11,2,2704,95,255,1,0.0,쌀밥/잡곡밥 (쌀:국내산) 무채국  콩나물불고기  옥수수전  부추생채  포기김치 (김치:국내산) ,435.0,쌀밥/잡곡밥,무채국,콩나물불고기,옥수수전,부추생채,포기김치,2354.0
2018-07-12,3,2704,102,270,244,0.0,빠에야 (쌀:국내산) 냉모밀국수  감자치즈구이  비빔만두  수박  포기김치 (김치:국내산) ,487.0,빠에야,냉모밀국수,감자치즈구이,비빔만두,수박,포기김치,2332.0
2018-07-13,4,2704,200,302,29,0.0,쌀밥/잡곡밥 (쌀:국내산) 시금치국  해물누룽지탕  미트볼케찹조림  양념깻잎지  포기김치 (김치:국내산) ,394.0,쌀밥/잡곡밥,시금치국,해물누룽지탕,미트볼케찹조림,양념깻잎지,포기김치,2202.0
2018-07-16,0,2704,150,199,318,0.0,쌀밥/잡곡밥 (쌀:국내산) 돈육김치찌개  꽁치오븐구이  모듬소세지구이  오이맛살냉채  알타리김치 (김치:국내산) ,529.0,쌀밥/잡곡밥,돈육김치찌개,꽁치오븐구이,모듬소세지구이,오이맛살냉채,알타리김치,2355.0
2018-07-17,1,2704,111,256,307,0.0,해물굴소스볶음밥 (쌀:국내산) 가쯔오국  로제파스타  감자튀김  청포도피클  포기김치 (김치:국내산) ,451.0,해물굴소스볶음밥,가쯔오국,로제파스타,감자튀김,청포도피클,포기김치,2337.0
2018-07-18,2,2704,108,254,0,0.0,쌀밥/잡곡밥 (쌀:국내산) 소고기미역국  오징어볶음  명란계란찜  두부카프레제  포기김치 (김치:국내산) ,407.0,쌀밥/잡곡밥,소고기미역국,오징어볶음,명란계란찜,두부카프레제,포기김치,2342.0
2018-07-19,3,2704,113,285,265,0.0,김밥 (쌀:국내산) 김치말이국수  떡볶이  찐옥수수  꼬들단무지/음료  포기김치 (김치:국내산) ,554.0,김밥,김치말이국수,떡볶이,찐옥수수,꼬들단무지/음료,포기김치,2306.0
2018-07-20,4,2704,273,291,49,0.0,쌀밥/잡곡밥 (쌀:국내산) 꽃게탕  돈육간장강정  두부구이  아몬드멸치볶음  포기김치 (김치:국내산) ,394.0,쌀밥/잡곡밥,꽃게탕,돈육간장강정,두부구이,아몬드멸치볶음,포기김치,2140.0
2018-07-23,0,2704,224,223,341,0.0,쌀밥/잡곡밥 (쌀:국내산) 매운소고기국  유산슬  비엔나야채볶음  얼갈이나물  열무김치 (김치:국내산) ,515.0,쌀밥/잡곡밥,매운소고기국,유산슬,비엔나야채볶음,얼갈이나물,열무김치,2257.0
2018-07-24,1,2704,201,232,392,0.0,김치볶음밥 (쌀:국내산) 유부장국  탄두리치킨  모듬묵샐러드  천도복숭아  깍두기 (김치:국내산) ,526.0,김치볶음밥,유부장국,탄두리치킨,모듬묵샐러드,천도복숭아,깍두기,2271.0
2018-07-26,3,2704,272,265,299,0.0,멸치주먹밥 (쌀:국내산) 우동  표고버섯탕수육  햄치즈또띠아  요플레  포기김치 (김치:국내산) ,484.0,멸치주먹밥,우동,표고버섯탕수육,햄치즈또띠아,요플레,포기김치,2167.0
2018-07-27,4,2704,403,271,59,0.0,쌀밥/잡곡밥 (쌀:국내산) 차돌박이찌개  쇠고기장조림  감자채볶음  상추겉절이  포기김치 (김치:국내산) ,388.0,쌀밥/잡곡밥,차돌박이찌개,쇠고기장조림,감자채볶음,상추겉절이,포기김치,2030.0
2018-07-30,0,2704,487,193,401,0.0,쌀밥/잡곡밥 (쌀:국내산) 호박젓국찌개  장어강정  실곤약흑임자무침  부추생채  포기김치 (김치:국내산) ,436.0,쌀밥/잡곡밥,호박젓국찌개,장어강정,실곤약흑임자무침,부추생채,포기김치,2024.0
2018-07-31,1,2704,433,228,287,0.0,김밥볶음밥 (쌀:국내산) 꼬치어묵탕  케이준샐러드  순대볶음  노각무침  포기김치 (김치:국내산) ,494.0,김밥볶음밥,꼬치어묵탕,케이준샐러드,순대볶음,노각무침,포기김치,2043.0
2018-08-01,2,2996,489,209,0,0.0,쌀밥/잡곡밥 (쌀:국내산) 쇠고기무국 (쇠고기:호주산) 꽁치김치말이  고기전  셀프무쌈말이  알타리김치 (김치:국내산) ,395.0,쌀밥/잡곡밥,쇠고기무국,꽁치김치말이,고기전,셀프무쌈말이,알타리김치,2298.0
2018-08-02,3,2996,548,229,209,0.0,야채주먹밥 (쌀:국내산) 잔치국수  훈제오리냉채 (오리:국내산) 단호박범벅  수제오이피클  포기김치 (김치:국내산) ,425.0,야채주먹밥,잔치국수,훈제오리냉채,단호박범벅,수제오이피클,포기김치,2219.0
2018-08-03,4,2996,665,242,34,0.0,쌀밥/잡곡밥 (쌀:국내산) 콩가루배추국  언양식불고기 (돈육:외국산) 황태양념구이 (황태:러시아산) 무생채  포기김치 (김치:국내산) ,367.0,쌀밥/잡곡밥,콩가루배추국,언양식불고기,황태양념구이,무생채,포기김치,2089.0
2018-08-06,0,2996,504,158,333,0.0,쌀밥/잡곡밥 (쌀:국내산) 어묵국  닭볶음탕  연두부  치커리생채  포기김치 (김치:국내산) ,522.0,쌀밥/잡곡밥,어묵국,닭볶음탕,연두부,치커리생채,포기김치,2334.0
2018-08-07,1,2996,469,206,366,0.0,목살필라프 (쌀:국내산) 미니우동  생선까스  오이무침  또띠아견과칩  포기김치 (김치:국내산) ,534.0,목살필라프,미니우동,생선까스,오이무침,또띠아견과칩,포기김치,2321.0
2018-08-08,2,2996,470,235,0,0.0,쌀밥/잡곡밥 (쌀:국내산) 육개장  고추잡채  계란말이  양배추쌈  포기김치 (김치:국내산) ,421.0,쌀밥/잡곡밥,육개장,고추잡채,계란말이,양배추쌈,포기김치,2291.0
2018-08-09,3,2996,491,227,271,0.0,쌀밥/잡곡밥 (쌀:국내산) 옛날돈까스  미소장국  딸기드레싱샐러드  감자범벅/무피클 주스 포기김치 (김치:국내산) ,509.0,쌀밥/잡곡밥,옛날돈까스,미소장국,딸기드레싱샐러드,감자범벅/무피클,포기김치,2278.0
